"","name","album","artist","release_date","length","popularity","danceability","acousticness","danceability.1","energy","instrumentalness","liveness","loudness","speechiness","tempo","time_signature","tempo_fs"
"757","Slippery (feat. Gucci Mane)","Culture","Migos","2017-01-27",5.06735,75,0.92,0.307,0.92,0.674,0,0.104,-5.662,0.264,141.967,4,"allegro"
"775","It's A Vibe","Pretty Girls Like Trap Music","2 Chainz","2017-06-16",3.50333333333333,75,0.822,0.0312,0.822,0.502,0.000887,0.114,-7.38,0.148,73.003,4,"andante"
"793","Green Light","Melodrama","Lorde","2017-06-16",3.91086666666667,75,0.594,0.0209,0.594,0.721,8.55e-06,0.0879,-7.812,0.0957,128.942,4,"allegro"
"875","What Lovers Do (feat. SZA)","Red Pill Blues (Deluxe)","Maroon 5","2018-06-15",3.33081666666667,75,0.799,0.0788,0.799,0.597,5.66e-06,0.1,-5.131,0.0611,110.001,4,"allegro"
"878","Dura","Dura","Daddy Yankee","2018-01-18",3.34133333333333,75,0.783,0.174,0.783,0.84,0,0.412,-3.416,0.051,95.001,4,"moderato"
"898","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes","2018-02-16",3.35876666666667,75,0.792,0.165,0.792,0.895,0,0.0501,-3.112,0.0589,94.968,4,"moderato"
"900","I Miss You (feat. Julia Michaels)","What Is Love? (Deluxe Edition)","Clean Bandit","2018-11-30",3.4331,75,0.693,0.299,0.693,0.624,7.64e-06,0.0955,-7.482,0.0448,105.002,4,"moderato"
"910","Ladbroke Grove","AJ Tracey","AJ Tracey","2019-02-08",3.17561666666667,75,0.903,0.0939,0.903,0.839,0,0.102,-9.447,0.208,133.986,4,"allegro"
"955","Light On","Heard It In A Past Life","Maggie Rogers","2019-01-18",3.898,75,0.657,0.201,0.657,0.569,1.38e-05,0.126,-6.287,0.0542,102.054,4,"moderato"
"975","Outnumbered","Outnumbered","Dermot Kennedy","2019-06-13",4.09498333333333,75,0.614,0.247,0.614,0.684,0,0.0976,-5.79,0.157,156.85,4,"vivace"
"40","Whatcha Say","Jason Derulo (International)","Jason Derulo","2010-02-26",3.68755,74,0.615,0.0444,0.615,0.711,0,0.145,-5.507,0.0779,144.036,4,"allegro"
"68","Nothin' on You (feat. Bruno Mars)","B.o.B Presents: The Adventures of Bobby Ray","B.o.B","2010-04-27",4.472,74,0.688,0.386,0.688,0.853,0,0.0862,-5.814,0.0493,103.993,4,"moderato"
"81","Billionaire (feat. Bruno Mars)","Billionaire (feat. Bruno Mars)","Travie McCoy","2010-03-09",3.51933333333333,74,0.633,0.297,0.633,0.673,0,0.206,-6.403,0.258,86.776,4,"moderato"
"89","Rude Boy","Rated R","Rihanna","2009-11-20",3.71533333333333,74,0.563,0.113,0.563,0.75,0,0.0788,-4.496,0.127,173.906,4,"vivace"
"108","Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","F.A.M.E. (Expanded Edition)","Chris Brown","2011-03-22",3.70976666666667,74,0.767,0.0339,0.767,0.677,5.51e-06,0.144,-6.128,0.184,146.155,4,"allegro"
"109","Super Bass","Pink Friday","Nicki Minaj","2010-01-01",3.33355,74,0.72,0.269,0.72,0.861,5.11e-06,0.601,-4.339,0.209,126.991,4,"allegro"
"195","Glad You Came","Battleground (Deluxe Edition)","The Wanted","2011-01-01",3.29891666666667,74,0.722,0.0319,0.722,0.851,0,0.108,-3.873,0.0639,126.885,4,"allegro"
"204","We Found Love","Talk That Talk","Rihanna","2011-11-19",3.5871,74,0.735,0.025,0.735,0.766,0.00138,0.108,-4.485,0.0383,127.985,4,"allegro"
"216","Thrift Shop (feat. Wanz)","The Heist [Deluxe Edition]","Macklemore & Ryan Lewis","2012-10-09",3.92688333333333,74,0.781,0.0619,0.781,0.526,0,0.0457,-6.985,0.293,94.992,4,"moderato"
"250","The Motto","Take Care (Deluxe)","Drake","2011-11-15",3.02621666666667,74,0.766,0.000107,0.766,0.442,6.12e-05,0.111,-8.558,0.356,201.8,4,"vivace"
"254","Glad You Came","Battleground (Deluxe Edition)","The Wanted","2011-01-01",3.29891666666667,74,0.722,0.0319,0.722,0.851,0,0.108,-3.873,0.0639,126.885,4,"allegro"
"274","Part Of Me","Katy Perry - Teenage Dream: The Complete Confection","Katy Perry","2012-03-12",3.60266666666667,74,0.678,0.000417,0.678,0.918,0,0.0744,-4.63,0.0355,130.028,4,"allegro"
"292","Skyfall","Skyfall","Adele","2012-10-04",4.77466666666667,74,0.346,0.417,0.346,0.552,0,0.114,-6.864,0.0282,75.881,4,"andante"
"301","Thrift Shop (feat. Wanz)","The Heist [Deluxe Edition]","Macklemore & Ryan Lewis","2012-10-09",3.92688333333333,74,0.781,0.0619,0.781,0.526,0,0.0457,-6.985,0.293,94.992,4,"moderato"
"306","Ain't It Fun","Paramore","Paramore","2013-04-05",4.942,74,0.61,0.154,0.61,0.893,4.41e-05,0.021,-3.681,0.0921,104.031,4,"moderato"
"333","Hold On, We're Going Home","Nothing Was The Same (Deluxe)","Drake","2013-01-01",3.798,74,0.773,0.00411,0.773,0.414,3.4e-05,0.0733,-7.436,0.0961,99.993,4,"moderato"
"362","Feel This Moment (feat. Christina Aguilera)","Global Warming: Meltdown (Deluxe Version)","Pitbull","2013-02-22",3.8251,74,0.673,0.039,0.673,0.758,0,0.341,-3.632,0.158,135.956,4,"allegro"
"425","Ain't It Fun","Paramore","Paramore","2013-04-05",4.942,74,0.61,0.154,0.61,0.893,4.41e-05,0.021,-3.681,0.0921,104.031,4,"moderato"
"435","Turn Down for What","Turn Down for What","DJ Snake","2013-12-18",3.56221666666667,74,0.818,0.00107,0.818,0.799,0.128,0.057,-4.1,0.156,100.014,4,"moderato"
"445","Magic","Ghost Stories","Coldplay","2014-05-19",4.75023333333333,74,0.738,0.0262,0.738,0.483,0.616,0.106,-8.915,0.0403,93.458,4,"moderato"
"467","Am I Wrong","Black Star Elephant","Nico & Vinz","2013-04-12",4.09776666666667,74,0.729,0.175,0.729,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,4,"allegro"
"478","Rather Be (feat. Jess Glynne)","Rather Be (feat. Jess Glynne)","Clean Bandit","2014-01-17",3.79721666666667,74,0.799,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,4,"allegro"
"497","Hot N*gga","Hot N*gga","Bobby Shmurda","2014-07-25",3.24268333333333,74,0.794,0.0505,0.794,0.51,1.81e-06,0.0562,-7.314,0.42,167.879,4,"vivace"
"530","Hello","25","Adele","2015-11-20",4.92503333333333,74,0.47,0.329,0.47,0.431,0,0.0854,-6.129,0.0342,157.98,4,"vivace"
"552","Ayo","Fan of A Fan The Album (Expanded Edition)","Chris Brown","2015-02-24",3.75376666666667,74,0.823,0.0399,0.823,0.563,0,0.0851,-5.095,0.0443,98.031,4,"moderato"
"556","Locked Away (feat. Adam Levine)","What Dreams Are Made Of","R. City","2015-10-09",3.79133333333333,74,0.509,0.304,0.509,0.671,0,0.0452,-5.709,0.0678,118.413,5,"allegro"
"576","Rather Be (feat. Jess Glynne)","Rather Be (feat. Jess Glynne)","Clean Bandit","2014-01-17",3.79721666666667,74,0.799,0.162,0.799,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,4,"allegro"
"598","Dear Future Husband","Title (Deluxe)","Meghan Trainor","2015-01-09",3.07043333333333,74,0.655,0.375,0.655,0.782,0,0.317,-4.789,0.185,79.427,4,"andante"
"678","The Greatest (feat. Kendrick Lamar)","This Is Acting (Deluxe Version)","Sia","2016-10-21",3.50376666666667,74,0.668,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4,"vivace"
"687","Too Good","Views","Drake","2016-05-06",4.38955,74,0.794,0.0489,0.794,0.653,4.88e-05,0.1,-7.839,0.104,117.996,4,"allegro"
"758","Swang","SremmLife 2 (Deluxe)","Rae Sremmurd","2016-08-12",3.46866666666667,74,0.681,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,4,"allegro"
"773","Rolex","Rolex","Ayo & Teo","2017-03-15",3.97643333333333,74,0.804,0.0837,0.804,0.886,0,0.266,-2.512,0.04,144.946,4,"allegro"
"796","No Promises (feat. Demi Lovato)","No Promises (feat. Demi Lovato)","Cheat Codes","2017-03-31",3.72505,74,0.741,0.0575,0.741,0.667,0,0.106,-5.445,0.134,112.956,4,"allegro"
"819","Boo'd Up","READY","Ella Mai","2017-02-22",4.26771666666667,74,0.561,0.0862,0.561,0.779,0,0.078,-5.107,0.0531,81.965,4,"moderato"
"822","Never Be the Same","Camila","Camila Cabello","2018-01-12",3.78288333333333,74,0.637,0.181,0.637,0.713,0.000637,0.137,-4.333,0.0747,129.923,4,"allegro"
"841","Back To You","13 Reasons Why (Season 2)","Selena Gomez","2018-05-18",3.504,74,0.6,0.0984,0.6,0.683,1.26e-06,0.11,-6.271,0.0493,102.036,4,"moderato"
"848","Stir Fry","Culture II","Migos","2018-01-26",3.17146666666667,74,0.817,0.00263,0.817,0.816,0,0.159,-5.402,0.269,181.982,4,"vivace"
"860","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","STAY DANGEROUS","YG","2018-08-03",3.954,74,0.745,0.00552,0.745,0.346,0,0.0881,-7.709,0.331,203.911,4,"vivace"
"861","How Long","Voicenotes","Charlie Puth","2018-05-11",3.34755,74,0.845,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4,"allegro"
"865","No Brainer","No Brainer","DJ Khaled","2018-07-27",4.33333333333333,74,0.552,0.0733,0.552,0.76,0,0.0865,-4.706,0.342,135.702,5,"allegro"
"868","King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock","2018-01-12",3.82783333333333,74,0.645,0.000813,0.645,0.705,0,0.128,-5.008,0.299,137.133,4,"allegro"
"938","Truth Hurts","Cuz I Love You (Deluxe)","Lizzo","2019-05-03",2.88875,74,0.715,0.11,0.715,0.624,0,0.123,-3.046,0.114,158.087,4,"vivace"
"963","Liar","Romance","Camila Cabello","2019-12-06",3.45063333333333,74,0.74,0.0169,0.74,0.498,0.00282,0.319,-6.684,0.0456,98.016,4,"moderato"
"984","Sorry","Sorry","Joel Corry","2019-04-05",3.144,74,0.744,0.0547,0.744,0.79,0.000802,0.32,-4.617,0.0562,125.002,4,"allegro"
"1000","Walk Me Home","Walk Me Home","P!nk","2019-02-20",2.9565,74,0.652,0.0519,0.652,0.453,0,0.179,-6.119,0.0445,88.038,3,"moderato"
"47","Break Your Heart","The Rokstarr Hits Collection","Taio Cruz","2010-01-01",3.3591,73,0.607,0.0327,0.607,0.934,0,0.0909,-4.217,0.0314,122.01,4,"allegro"
"50","Eenie Meenie","Eenie Meenie","Sean Kingston","2010-03-23",3.36576666666667,73,0.72,0.0543,0.72,0.607,0,0.113,-4.168,0.0322,121.223,4,"allegro"
"57","BedRock","We Are Young Money","Young Money","2009-01-01",4.80221666666667,73,0.733,0.102,0.733,0.664,0,0.191,-6.163,0.295,148.005,4,"allegro"
"94","OMG (feat. will.i.am)","Raymond v Raymond (Expanded Edition)","Usher","2010-03-30",4.49155,73,0.781,0.198,0.781,0.745,1.14e-05,0.36,-5.81,0.0332,129.998,4,"allegro"
"98","Like A G6","Free Wired","Far East Movement","2010-01-01",3.61488333333333,73,0.435,0.00676,0.435,0.837,0,0.117,-8.126,0.449,124.913,4,"allegro"
"103","Party Rock Anthem","Sorry For Party Rocking","LMFAO","2011-01-01",4.3691,73,0.751,0.0206,0.751,0.736,0,0.265,-4.168,0.156,130.014,4,"allegro"
"123","Headlines","Take Care (Deluxe)","Drake","2011-11-15",3.9331,73,0.636,0.365,0.636,0.566,0.000353,0.0917,-7.16,0.106,151.894,4,"allegro"
"141","Only Girl (In The World)","Loud","Rihanna","2010-11-16",3.92488333333333,73,0.789,0.129,0.789,0.716,1.07e-05,0.069,-4.241,0.0432,125.906,4,"allegro"
"149","Good Life","Waking Up","OneRepublic","2009-01-01",4.22176666666667,73,0.634,0.0771,0.634,0.69,0,0.132,-7.804,0.052,94.988,4,"moderato"
"168","We R Who We R","Cannibal (Expanded Edition)","Kesha","2010-11-19",3.41266666666667,73,0.736,0.00987,0.736,0.817,0.00167,0.117,-4.9,0.0407,119.95,4,"allegro"
"179","Just Can’t Get Enough","The Beginning","Black Eyed Peas","2010-01-01",3.6571,73,0.659,0.186,0.659,0.628,0,0.105,-8.685,0.179,94.05,4,"moderato"
"206","Bangarang (feat. Sirah)","Bangarang EP","Skrillex","2011-12-27",3.58755,73,0.716,0.0145,0.716,0.972,3.22e-05,0.317,-2.302,0.196,110.026,4,"allegro"
"245","Mercy","Mercy","Kanye West","2012-01-01",5.48866666666667,73,0.563,0.0685,0.563,0.496,5.8e-05,0.173,-9.381,0.406,139.993,4,"allegro"
"264","International Love","Planet Pit (Deluxe Version)","Pitbull","2011-06-17",3.788,73,0.669,0.0124,0.669,0.855,0,0.335,-3.035,0.0499,120.045,4,"allegro"
"267","Take Care","Take Care (Deluxe)","Drake","2011-11-15",4.6231,73,0.629,0.0267,0.629,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,4,"allegro"
"276","I Won't Give Up","Love Is a Four Letter Word (Deluxe Edition)","Jason Mraz","2012-04-13",4.00275,73,0.585,0.694,0.585,0.303,0,0.115,-10.058,0.0398,136.703,3,"allegro"
"320","Ready or Not","Hello My Name Is...","Bridgit Mendler","2012-01-01",3.3491,73,0.715,0.00351,0.715,0.872,3.84e-05,0.107,-3.835,0.0509,93.043,4,"moderato"
"328","Pompeii","All This Bad Blood","Bastille","2013-01-01",3.56911666666667,73,0.679,0.0755,0.679,0.715,0,0.271,-6.383,0.0407,127.435,4,"allegro"
"336","Love Me Again","Tribute","John Newman","2013-01-01",3.99823333333333,73,0.495,0.00453,0.495,0.894,0.000596,0.103,-4.814,0.0441,126.03,4,"allegro"
"387","Sweet Nothing (feat. Florence Welch)","18 Months","Calvin Harris","2012-10-29",3.54266666666667,73,0.573,0.197,0.573,0.929,0.000112,0.0567,-3.942,0.109,127.934,4,"allegro"
"389","Power Trip (feat. Miguel)","Born Sinner","J. Cole","2013-06-14",4.01933333333333,73,0.667,0.322,0.667,0.61,0.000203,0.426,-7.054,0.217,99.991,4,"moderato"
"411","All About That Bass","Title (Deluxe)","Meghan Trainor","2015-01-09",3.132,73,0.807,0.0573,0.807,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,4,"allegro"
"448","Drunk in Love (feat. Jay-Z)","BEYONCÉ [Platinum Edition]","Beyoncé","2014-11-24",5.39133333333333,73,0.589,0.00969,0.589,0.621,0.00104,0.181,-6.902,0.0468,140.03,4,"allegro"
"449","Habits (Stay High)","Queen Of The Clouds","Tove Lo","2014-09-24",3.486,73,0.733,0.0703,0.733,0.65,6.59e-05,0.0829,-3.539,0.0315,110.003,4,"allegro"
"463","Don't","x (Deluxe Edition)","Ed Sheeran","2014-06-21",3.664,73,0.806,0.0113,0.806,0.608,0,0.635,-7.008,0.0659,95.049,4,"moderato"
"470","My Love (feat. Jess Glynne)","My Love (feat. Jess Glynne)","Route 94","2014-02-28",4.33223333333333,73,0.814,0.000132,0.814,0.622,0.72,0.0658,-7.573,0.0492,119.976,4,"allegro"
"482","Budapest","Wanted on Voyage","George Ezra","2014-06-27",3.34533333333333,73,0.714,0.0883,0.714,0.451,0,0.108,-8.268,0.0276,127.787,4,"allegro"
"483","Elastic Heart","1000 Forms Of Fear","Sia","2014-07-04",4.28666666666667,73,0.421,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4,"allegro"
"493","Say Something","Is There Anybody Out There? - Track by Track Commentary","A Great Big World","2014-01-13",3.82333333333333,73,0.407,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,3,"allegro"
"535","Ex's & Oh's","Love Stuff","Elle King","2015-02-13",3.36955,73,0.612,0.0183,0.612,0.921,0,0.0576,-2.879,0.0848,139.986,4,"allegro"
"555","Heroes (we could be)","Forever","Alesso","2015-05-26",3.50021666666667,73,0.503,0.0305,0.503,0.748,0,0.343,-4.124,0.0619,125.896,4,"allegro"
"559","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","Listen","David Guetta","2014-11-21",3.20933333333333,73,0.596,0.24,0.596,0.73,0,0.325,-4.091,0.151,85.979,4,"moderato"
"581","Post to Be (feat. Chris Brown & Jhene Aiko)","Sex Playlist","Omarion","2014-12-02",3.77633333333333,73,0.733,0.0697,0.733,0.676,0,0.208,-5.655,0.0432,97.448,4,"moderato"
"594","7/11","BEYONCÉ [Platinum Edition]","Beyoncé","2014-11-24",3.55843333333333,73,0.747,0.0128,0.747,0.705,0,0.126,-5.137,0.126,136.024,4,"allegro"
"617","All Time Low","The Human Condition","Jon Bellion","2016-06-10",3.62671666666667,73,0.617,0.0584,0.617,0.567,0,0.0933,-4.188,0.0828,90.246,4,"moderato"
"625","Sorry","Lemonade","Beyoncé","2016-04-23",3.876,73,0.775,0.00175,0.775,0.598,4.44e-06,0.253,-7.274,0.0535,129.988,4,"allegro"
"626","No Money","No Money","Galantis","2016-04-01",3.1521,73,0.671,0.0282,0.671,0.916,0.00762,0.24,-4.014,0.0397,126.01,4,"allegro"
"647","Send My Love (To Your New Lover)","25","Adele","2015-11-20",3.71796666666667,73,0.688,0.0356,0.688,0.532,3.08e-06,0.172,-8.361,0.0875,164.068,4,"vivace"
"665","One Call Away","Nine Track Mind","Charlie Puth","2016-01-29",3.24088333333333,73,0.667,0.403,0.667,0.613,0,0.115,-5.353,0.0344,91.024,4,"moderato"
"681","Controlla","Views","Drake","2016-05-06",4.0871,73,0.59,0.0789,0.59,0.468,0,0.101,-11.083,0.185,92.287,4,"moderato"
"783","...Ready For It?","reputation","Taylor Swift","2017-11-10",3.46976666666667,73,0.613,0.0527,0.613,0.764,0,0.197,-6.509,0.136,160.015,4,"vivace"
"857","Be Careful","Invasion of Privacy","Cardi B","2018-04-06",3.51311666666667,73,0.82,0.0256,0.82,0.568,0,0.0952,-8.23,0.411,152.279,4,"allegro"
"873","I'm Upset","Scorpion","Drake","2018-06-29",3.57443333333333,73,0.899,0.279,0.899,0.586,0,0.0836,-7.866,0.343,150.002,4,"allegro"
"931","Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","Carte Blanche","DJ Snake","2019-07-25",3.54166666666667,73,0.842,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,95.881,4,"moderato"
"951","Soltera - Remix","Épico","Lunay","2019-10-25",4.43476666666667,73,0.795,0.361,0.795,0.783,0,0.437,-4.271,0.0432,92.01,4,"moderato"
"982","Wish You Well","Wish You Well","Sigala","2019-05-24",3.42755,73,0.669,0.128,0.669,0.895,0,0.297,-3.787,0.0575,124.975,4,"allegro"
"983","Cross Me (feat. Chance the Rapper & PnB Rock)","Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran","2019-05-24",3.43643333333333,73,0.746,0.214,0.746,0.787,0,0.0669,-6.373,0.12,95.005,4,"moderato"
"987","Grace","Divinely Uninspired To A Hellish Extent","Lewis Capaldi","2019-05-17",3.09428333333333,73,0.722,0.435,0.722,0.565,0,0.165,-5.848,0.0335,104.483,4,"moderato"
"995","Take Me Back to London (feat. Stormzy)","No.6 Collaborations Project","Ed Sheeran","2019-07-12",3.16221666666667,73,0.885,0.219,0.885,0.762,0,0.162,-5.513,0.216,138.058,4,"allegro"
"996","Vossi Bop","Vossi Bop","Stormzy","2019-04-26",3.2711,73,0.682,0.13,0.682,0.653,0.00116,0.129,-6.062,0.339,188.115,4,"vivace"
"16","Talking to the Moon","Doo-Wops & Hooligans","Bruno Mars","2010-10-05",3.6311,72,0.523,0.512,0.523,0.606,0,0.106,-4.754,0.0301,145.837,4,"allegro"
"73","In My Head","Jason Derulo (International)","Jason Derulo","2010-02-26",3.3171,72,0.762,0.0266,0.762,0.748,0,0.348,-4.15,0.033,110.009,4,"allegro"
"147","The Show Goes On","Lasers","Lupe Fiasco","2011-03-04",3.99355,72,0.591,0.0189,0.591,0.889,0,0.155,-3.839,0.115,143.067,4,"allegro"
"151","Down On Me","All About You","Jeremih","2010-01-01",3.80755,72,0.7,0.0369,0.7,0.598,0,0.111,-7.783,0.114,160.041,4,"vivace"
"164","I Need A Doctor","I Need A Doctor","Dr. Dre","2011-02-01",4.72888333333333,72,0.594,0.0869,0.594,0.946,0,0.306,-4.521,0.452,155.826,4,"allegro"
"180","Lego House","+","Ed Sheeran","2011-09-09",3.08488333333333,72,0.592,0.562,0.592,0.637,0,0.13,-8.48,0.0992,159.701,4,"vivace"
"188","Where Them Girls At (feat. Nicki Minaj & Flo Rida)","Nothing but the Beat (Ultimate Edition)","David Guetta","2012-12-07",3.24733333333333,72,0.666,0.055,0.666,0.876,0,0.259,-3.078,0.0414,129.884,4,"allegro"
"190","Yeah 3x","F.A.M.E. (Expanded Edition)","Chris Brown","2011-03-22",4.02776666666667,72,0.705,0.000369,0.705,0.882,1.16e-06,0.0934,-3.201,0.0445,130,4,"allegro"
"197","Mr. Saxobeat","Saxobeats","Alexandra Stan","2011-11-16",3.25175,72,0.726,0.0218,0.726,0.931,0.000275,0.143,-4.152,0.0469,126.976,4,"allegro"
"234","Not Over You","Sweeter","Gavin DeGraw","2011-09-16",3.642,72,0.63,0.255,0.63,0.894,0,0.181,-4.592,0.0544,142.051,4,"allegro"
"242","Give Your Heart a Break","Unbroken","Demi Lovato","2011-01-01",3.42243333333333,72,0.651,0.23,0.651,0.695,0,0.144,-3.218,0.0487,123.008,4,"allegro"
"314","One Way or Another (Teenage Kicks)","One Way Or Another (Teenage Kicks)","One Direction","2013-02-17",2.62155,72,0.489,0.025,0.489,0.867,0,0.586,-3.121,0.071,162.131,4,"vivace"
"348","I Need Your Love (feat. Ellie Goulding)","18 Months","Calvin Harris","2012-10-29",3.90843333333333,72,0.695,0.41,0.695,0.869,0,0.237,-5.066,0.0483,124.989,4,"allegro"
"359","A Thousand Years","Autumn Acoustic","Various Artists","2019-11-01",4.752,72,0.423,0.312,0.423,0.407,0.000961,0.11,-7.45,0.0267,139.048,3,"allegro"
"422","Cool Kids","Talking Dreams (Deluxe Edition)","Echosmith","2013-10-04",3.96043333333333,72,0.719,0.0372,0.719,0.671,8.21e-06,0.12,-6.279,0.0336,130.027,4,"allegro"
"427","Show Me (feat. Chris Brown)","My Own Lane (Expanded Edition)","Kid Ink","2014-01-06",3.63,72,0.711,0.0354,0.711,0.508,0,0.141,-7.299,0.0494,98.098,4,"moderato"
"453","She Looks So Perfect","5 Seconds Of Summer","5 Seconds of Summer","2014-06-27",3.37493333333333,72,0.494,0.000569,0.494,0.951,0,0.327,-4.237,0.132,160.025,4,"vivace"
"582","Style","1989 (Deluxe)","Taylor Swift","2014-01-01",3.85,72,0.588,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,4,"moderato"
"644","Tiimmy Turner","Tiimmy Turner","Desiigner","2016-07-22",3.99755,72,0.603,0.174,0.603,0.725,0,0.0786,-3.054,0.0393,122.803,4,"allegro"
"648","I Know What You Did Last Summer","Handwritten","Shawn Mendes","2015-04-14",3.73088333333333,72,0.687,0.102,0.687,0.761,0,0.147,-4.582,0.0876,113.939,4,"allegro"
"652","Close","Last Year Was Complicated","Nick Jonas","2016-06-10",3.90355,72,0.654,0.253,0.654,0.623,0,0.144,-5.273,0.082,123.996,4,"allegro"
"663","You Don't Own Me (feat. G-Eazy)","FMA","SAYGRACE","2016-07-01",3.35821666666667,72,0.332,0.159,0.332,0.635,2.79e-06,0.0599,-5.653,0.0898,186.249,3,"vivace"
"696","Say It","I Told You","Tory Lanez","2016-08-19",3.9631,72,0.546,0.0862,0.546,0.529,6.5e-06,0.124,-10.511,0.0583,107.331,4,"moderato"
"730","Paris","Memories...Do Not Open","The Chainsmokers","2017-04-07",3.69176666666667,72,0.653,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4,"moderato"
"771","ELEMENT.","DAMN.","Kendrick Lamar","2017-04-14",3.47888333333333,72,0.748,0.204,0.748,0.705,0,0.246,-4.547,0.485,189.891,4,"vivace"
"788","Don't Wanna Know (feat. Kendrick Lamar)","Red Pill Blues (Deluxe)","Maroon 5","2018-06-15",3.57108333333333,72,0.783,0.343,0.783,0.61,0,0.0983,-6.124,0.0696,100.047,4,"moderato"
"872","Say Something (feat. Chris Stapleton)","Man of the Woods","Justin Timberlake","2018-02-02",4.64821666666667,72,0.707,0.103,0.707,0.632,1.09e-05,0.0841,-7.031,0.0789,97.04,4,"moderato"
"880","Powerglide (feat. Juicy J) - From SR3MM","SR3MM","Rae Sremmurd","2018-05-04",5.53833333333333,72,0.713,0.0168,0.713,0.831,0,0.118,-4.75,0.15,173.948,4,"vivace"
"889","Rise","Blue","Jonas Blue","2018-11-09",3.24011666666667,72,0.687,0.327,0.687,0.785,0,0.203,-4.65,0.0333,106.046,4,"moderato"
"894","Déjala Que Vuelva (feat. Manuel Turizo)","Ubuntu","Piso 21","2018-05-11",3.6686,72,0.681,0.0482,0.681,0.788,0,0.0753,-4.323,0.0785,170.019,4,"vivace"
"912","Keisha & Becky - Remix","Keisha & Becky (Remix)","Russ Millions","2019-04-11",4.2151,72,0.863,0.251,0.863,0.471,0,0.121,-9.545,0.478,140.969,4,"allegro"
"949","Adan y Eva","Homerun","Paulo Londra","2019-05-23",4.28285,72,0.767,0.323,0.767,0.709,0,0.0745,-4.47,0.336,171.993,4,"vivace"
"977","Lost Without You","Freya Ridings","Freya Ridings","2019-07-19",3.76421666666667,72,0.386,0.932,0.386,0.136,0,0.0653,-9.267,0.0458,67.016,3,"andante"
"990","Antisocial (with Travis Scott)","No.6 Collaborations Project","Ed Sheeran","2019-07-12",2.69576666666667,72,0.716,0.132,0.716,0.823,0,0.361,-5.313,0.0495,151.957,4,"allegro"
"29","Deuces (feat. Tyga & Kevin McCall)","F.A.M.E. (Expanded Edition)","Chris Brown","2011-03-22",4.60933333333333,71,0.692,0.0324,0.692,0.736,0,0.0787,-5.109,0.11,73.987,4,"andante"
"32","Take It Off","Animal (Expanded Edition)","Kesha","2010-01-01",3.58666666666667,71,0.729,4.14e-05,0.729,0.675,0.00126,0.0867,-5.292,0.0286,125.036,4,"allegro"
"49","Memories (feat. Kid Cudi)","One More Love","David Guetta","2010-11-22",3.51421666666667,71,0.546,0.00147,0.546,0.916,4e-06,0.251,-3.931,0.255,129.986,4,"allegro"
"85","Firework","Teenage Dream","Katy Perry","2010-08-24",3.79821666666667,71,0.638,0.141,0.638,0.832,0,0.113,-5.039,0.049,124.071,4,"allegro"
"104","Firework","Teenage Dream","Katy Perry","2010-08-24",3.79821666666667,71,0.638,0.141,0.638,0.832,0,0.113,-5.039,0.049,124.071,4,"allegro"
"169","Coming Home","Last Train To Paris","Diddy - Dirty Money","2010-01-01",3.97821666666667,71,0.392,0.158,0.392,0.839,0,0.3,-1.921,0.193,168.001,4,"vivace"
"186","Best Thing I Never Had","4","Beyoncé","2011-06-24",4.2291,71,0.545,0.143,0.545,0.649,1.57e-05,0.0894,-4.062,0.0324,99.099,4,"moderato"
"299","Domino","Who You Are (Platinum Edition)","Jessie J","2011-01-01",3.864,71,0.758,0.0117,0.758,0.557,0,0.0418,-4.568,0.034,126.986,4,"allegro"
"337","Burn","Halcyon Days","Ellie Goulding","2014-01-01",3.85351666666667,71,0.559,0.31,0.559,0.777,0,0.105,-5.031,0.0432,87.016,4,"moderato"
"350","Lose Yourself to Dance (feat. Pharrell Williams)","Random Access Memories","Daft Punk","2013-05-17",5.89821666666667,71,0.832,0.0839,0.832,0.659,0.00114,0.0753,-7.828,0.057,100.163,4,"moderato"
