"","name","album","artist","release_date","length","popularity","danceability","acousticness","danceability.1","energy","instrumentalness","liveness","loudness","speechiness","tempo","time_signature","tempo_fs"
"587","My Way (feat. Monty)","Fetty Wap (Deluxe)","Fetty Wap","2015-09-25",3.55088333333333,58,0.748,0.00419,0.748,0.741,0,0.147,-3.103,0.0531,128.077,4,"allegro"
"611","Say It","Skin","Flume","2016-05-27",4.37535,58,0.581,0.0731,0.581,0.531,3.27e-06,0.0616,-6.829,0.0322,75.255,4,"andante"
"675","The Girl Is Mine feat. Destiny's Child & Brandy","The Girl Is Mine featuring Destiny's Child & Brandy (Remixes) - EP","99 Souls","2016-01-15",3.61021666666667,58,0.683,0.00422,0.683,0.943,0.0978,0.0355,-3.6,0.0397,118.99,4,"allegro"
"19","Danza Kuduro (feat. Don Omar)","Emigrante Del Mundo","Lucenzo","2011-09-30",3.56643333333333,57,0.622,0.00713,0.622,0.942,0,0.0715,-6.365,0.112,130.003,4,"allegro"
"35","Hard","Rated R","Rihanna","2009-11-20",4.17666666666667,57,0.31,0.0121,0.31,0.746,0,0.649,-3.599,0.111,182.032,4,"vivace"
"39","Whataya Want from Me","For Your Entertainment","Adam Lambert","2010-08-04",3.78866666666667,57,0.438,0.0055,0.438,0.672,0,0.0583,-4.706,0.0429,185.934,4,"vivace"
"52","Hot","Hot","INNA","2010-04-19",3.61726666666667,57,0.816,0.0798,0.816,0.94,0.444,0.431,-6.079,0.28,128,4,"allegro"
"55","Commander","Here I Am (Int'l Version)","Kelly Rowland","2011-01-01",3.6351,57,0.395,0.0173,0.395,0.876,8.46e-06,0.362,-3.859,0.138,124.638,4,"allegro"
"64","Gettin' Over You (feat. Fergie & LMFAO)","One More Love","David Guetta","2010-11-22",3.13333333333333,57,0.616,0.178,0.616,0.913,0,0.0773,-5.077,0.0815,129.944,4,"allegro"
"193","Louder (feat. Sian Evans) - Radio Edit","Nextlevelism","DJ Fresh","2012-09-28",3.44626666666667,57,0.31,0.0184,0.31,0.926,0.00792,0.483,-1.131,0.0464,139.85,4,"allegro"
"229","Heart Attack","Chapter V (Deluxe)","Trey Songz","2012-08-17",3.88576666666667,57,0.608,0.0593,0.608,0.863,0,0.228,-4.87,0.131,150.029,4,"allegro"
"302","Blurred Lines","Blurred Lines","Robin Thicke","2013-01-01",4.38421666666667,57,0.861,0.00412,0.861,0.504,1.78e-05,0.0783,-7.707,0.0489,120,4,"allegro"
"426","Not a Bad Thing","The 20/20 Experience - 2 of 2 (Deluxe)","Justin Timberlake","2013-09-27",11.4742166666667,57,0.308,0.527,0.308,0.563,4.58e-06,0.134,-9.169,0.0719,85.901,4,"moderato"
"450","Trumpets","Tattoos (Deluxe Edition)","Jason Derulo","2013-09-10",3.62176666666667,57,0.627,0.563,0.627,0.703,0,0.0962,-4.884,0.236,81.897,4,"moderato"
"553","I Really Like You","Emotion (Deluxe)","Carly Rae Jepsen","2015-09-25",3.41288333333333,57,0.622,0.00543,0.622,0.808,5.63e-05,0.215,-4.701,0.0418,122.121,4,"allegro"
"10","All Time Low","The Wanted","The Wanted","2010-01-01",3.42,56,0.689,0.352,0.689,0.615,0,0.0789,-5.022,0.0563,134.036,4,"allegro"
"91","Pass Out","Disc-Overy","Tinie Tempah","2010-02-28",4.46755,56,0.693,0.0281,0.693,0.891,0,0.143,-3.261,0.296,91.1,4,"moderato"
"263","Video Games - Remastered","Born To Die (Deluxe Version)","Lana Del Rey","2012-01-01",4.6991,56,0.39,0.806,0.39,0.255,1.14e-06,0.0887,-9.676,0.0299,122.056,4,"allegro"
"545","Are You With Me - Radio Edit","Are You With Me","Lost Frequencies","2014-08-25",2.31403333333333,56,0.776,0.466,0.776,0.574,7.83e-05,0.131,-9.882,0.0317,121.03,4,"allegro"
"607","Papercuts (feat. Vera Blue)","Papercuts (feat. Vera Blue)","Illy","2016-07-08",4.26481666666667,56,0.369,0.161,0.369,0.618,0,0.257,-6.304,0.249,191.863,4,"vivace"
"70","Wavin' Flag","Troubadour","K'NAAN","2009-03-18",3.67533333333333,55,0.625,0.13,0.625,0.699,0,0.238,-6.416,0.0729,75.974,4,"andante"
"106","I Follow Rivers - The Magician Remix","I Follow Rivers (Remixes)","Lykke Li","2011-02-18",4.6851,55,0.786,0.0192,0.786,0.709,0.00118,0.0845,-5.737,0.0395,122.019,4,"allegro"
"138","Dirt Road Anthem","My Kinda Party","Jason Aldean","2010-11-02",3.82355,55,0.678,0.32,0.678,0.739,2.36e-06,0.116,-5.068,0.0352,127.037,4,"allegro"
"258","Born To Die","Born To Die (Deluxe Version)","Lana Del Rey","2012-01-01",4.77088333333333,55,0.18,0.209,0.18,0.636,0.000133,0.217,-6.591,0.0439,75.223,3,"andante"
"446","Lovers on the Sun (feat. Sam Martin)","Lovers on the Sun EP","David Guetta","2014-06-30",3.392,55,0.645,0.0932,0.645,0.891,3.88e-06,0.379,-2.505,0.0387,124.915,4,"allegro"
"494","Heroes (we could be)","Heroes (we could be)","Alesso","2014-09-15",3.49776666666667,55,0.521,0.0373,0.521,0.754,0,0.239,-4.144,0.0634,125.876,4,"allegro"
"978","Mad Love","High Expectations","Mabel","2019-08-02",2.83021666666667,55,0.631,0.675,0.631,0.803,0,0.11,-2.974,0.155,198.065,4,"vivace"
"20","Today Was A Fairytale","Today Was A Fairytale","Taylor Swift","2011-02-15",4.04133333333333,54,0.491,0.0307,0.491,0.703,5.72e-06,0.167,-4.5,0.0319,157.988,4,"vivace"
"159","Loca People - Radio Edit","Loca People","Sak Noel","2011-02-09",3.59373333333333,54,0.926,0.000915,0.926,0.808,0.00327,0.0515,-3.148,0.0599,127.998,4,"allegro"
"201","Somebody That I Used To Know","Somebody That I Used To Know","Gotye","2011-01-01",4.0814,54,0.863,0.607,0.863,0.527,0.000168,0.107,-6.896,0.0358,129.054,4,"allegro"
"275","How We Do (Party)","ORA Deluxe","Rita Ora","2012-08-27",4.1171,54,0.738,0.0034,0.738,0.922,0,0.0986,-3.94,0.0833,116.024,4,"allegro"
"403","Jubel - Radio Edit","Jubel (Radio Edit)","Klingande","2013-11-01",3.36043333333333,54,0.686,0.649,0.686,0.524,0.0569,0.14,-7.251,0.0343,124.938,4,"allegro"
"578","Lay Me Down","In The Lonely Hour (Drowning Shadows Edition)","Sam Smith","2015-11-06",4.22013333333333,54,0.427,0.759,0.427,0.304,1.14e-05,0.111,-9.661,0.0436,116.977,4,"allegro"
"36","Live Like We're Dying","Kris Allen","Kris Allen","2009-11-16",3.54176666666667,53,0.589,0.0273,0.589,0.893,0,0.343,-2.948,0.0397,92.011,4,"moderato"
"153","L.I.F.E.G.O.E.S.O.N.","Last Night On Earth","Noah And The Whale","2011-01-01",3.78243333333333,53,0.608,0.205,0.608,0.745,0,0.342,-5.82,0.0354,82.003,4,"moderato"
"353","The Other Side","Tattoos (Deluxe Edition)","Jason Derulo","2013-09-10",3.7831,53,0.561,0.0525,0.561,0.836,0,0.136,-3.939,0.1,127.923,4,"allegro"
"488","Bad (feat. Vassy) - Radio Edit","Lovers on the Sun EP","David Guetta","2014-06-30",2.84375,53,0.614,0.00125,0.614,0.972,0.0186,0.328,-3.927,0.088,127.966,4,"allegro"
"499","Boom Clap","Boom Clap","Charli XCX","2014-06-16",2.8311,53,0.659,0.154,0.659,0.911,0.000304,0.191,-2.28,0.0786,91.999,4,"moderato"
"618","Hear Me Now","Hear Me Now","Alok","2016-01-01",3.2141,53,0.788,0.537,0.788,0.43,0.00261,0.0936,-7.757,0.0419,121.996,4,"allegro"
"79","Starstrukk","Teenage Dream","Katy Perry","2010-08-24",3.38488333333333,52,0.605,0.00153,0.605,0.795,0,0.207,-6.086,0.0712,139.896,4,"allegro"
"312","White Noise","Settle (Special Edition)","Disclosure","2014-01-01",4.62811666666667,52,0.665,0.00963,0.665,0.844,0.000215,0.311,-6.164,0.0501,119.978,4,"allegro"
"437","Faded","Nightday (EP)","ZHU","2014-09-01",3.7231,52,0.861,0.00864,0.861,0.475,0.119,0.122,-7.195,0.0487,124.96,4,"allegro"
"599","El Perdón - Forgiveness","Fénix","Nicky Jam","2017-01-20",3.44443333333333,52,0.736,0.256,0.736,0.719,0,0.0909,-3.839,0.0357,90.013,4,"moderato"
"13","Dancing On My Own","Body Talk pt. 1","Robyn","2010-06-11",4.81116666666667,51,0.687,0.0743,0.687,0.865,0.225,0.0966,-4.663,0.0349,117.015,4,"allegro"
"224","In The Dark","The Night The Sun Came Up","DEV","2012-01-01",3.77043333333333,51,0.736,0.00358,0.736,0.824,0.000921,0.329,-4.231,0.0672,124.954,4,"allegro"
"405","High (feat. Nicole Millar)","High (feat. Nicole Millar)","Peking Duk","2014-10-14",3.8,51,0.525,0.00129,0.525,0.803,0.000868,0.29,-4.052,0.0492,100.094,4,"moderato"
"520","Ghost Town","Ghost Town","Adam Lambert","2015-04-21",3.47216666666667,51,0.703,0.186,0.703,0.736,1.92e-05,0.174,-5.709,0.046,119.955,4,"allegro"
"568","Intoxicated - New Radio Mix","Intoxicated","Martin Solveig","2015-03-06",2.66155,51,0.8,0.00563,0.8,0.677,0.00409,0.0838,-4.023,0.0393,125.004,4,"allegro"
"591","GDFR (feat. Sage the Gemini & Lookas)","My House","Flo Rida","2015-04-07",3.16975,51,0.657,0.000704,0.657,0.827,0.00534,0.065,-4.036,0.0734,145.889,4,"allegro"
"182","Champion (feat. Chris Brown)","F.A.M.E. (Expanded Edition)","Chris Brown","2011-03-22",3.95488333333333,50,0.415,0.078,0.415,0.934,0,0.145,-2.914,0.24,190.151,4,"vivace"
"210","I Love It","Icona Pop","Icona Pop","2012-01-01",2.61288333333333,50,0.71,0.00828,0.71,0.901,1.34e-05,0.172,-2.686,0.0296,125.953,4,"allegro"
"286","R.I.P. (feat. Tinie Tempah)","ORA Deluxe","Rita Ora","2012-08-27",3.80043333333333,50,0.603,0.027,0.603,0.831,0,0.652,-3.443,0.0479,72.022,4,"andante"
"638","Never Forget You","Never Forget You","MNEK","2015-07-22",3.55711666666667,50,0.583,0.00312,0.583,0.732,9.86e-06,0.269,-5.728,0.0457,145.992,4,"allegro"
"705","Chameleon","Chameleon","PNAU","2017-03-31",3.30533333333333,50,0.563,0.002,0.563,0.938,0.000377,0.314,-3.194,0.0649,119.857,4,"allegro"
"26","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","DJ Khaled","2010-02-09",3.8751,49,0.544,0.014,0.544,0.781,0,0.161,-3.616,0.189,150.1,4,"allegro"
"80","Pack Up","Eliza Doolittle","Eliza Doolittle","2010-03-01",3.18376666666667,49,0.672,0.325,0.672,0.809,0,0.336,-5.704,0.0595,133.036,4,"allegro"
"126","Honey Bee","Red River Blue (Deluxe Edition)","Blake Shelton","2011-07-12",3.512,49,0.481,0.00167,0.481,0.849,1.49e-06,0.121,-5.131,0.0385,205.57,4,"vivace"
"672","Sweet Lovin' - Radio Edit","Sweet Lovin'","Sigala","2015-12-14",3.36915,49,0.683,0.0553,0.683,0.91,4.78e-06,0.336,-1.231,0.0515,124.977,4,"allegro"
"95","When We Collide","Letters (Deluxe Edition)","Matt Cardle","2011-01-09",3.76666666666667,48,0.443,0.0198,0.443,0.683,5.26e-06,0.313,-5.521,0.0343,81.986,4,"moderato"
"364","Get Up (Rattle) - Vocal Edit","Get Up (Rattle)","Bingo Players","2013-01-14",2.78221666666667,48,0.801,0.0205,0.801,0.985,6.86e-06,0.296,-2.69,0.0645,127.99,4,"allegro"
"63","Barbra Streisand - Radio Edit","Barbra Streisand","Duck Sauce","2010-10-15",3.27555,47,0.769,0.000939,0.769,0.922,0.197,0.233,-1.966,0.108,127.965,4,"allegro"
"74","Riverside","Riverside","Sidney Samson","2009-01-19",5.33913333333333,46,0.804,0.00023,0.804,0.976,0.894,0.125,-2.458,0.0445,125.997,4,"allegro"
"72","This Ain't a Love Song","Ten Add Ten: The Very Best of Scouting For Girls","Scouting For Girls","2017-10-13",3.51133333333333,45,0.458,0.000431,0.458,0.905,0,0.378,-4.157,0.0452,176.659,4,"vivace"
"167","Buzzin Remix","Mann's World","Mann","2011-01-01",3.73888333333333,42,0.687,0.0887,0.687,0.939,0,0.283,-4.372,0.146,104.029,4,"moderato"
"183","Read All About It","Read All About It","Professor Green","2011-01-01",3.92891666666667,42,0.656,0.336,0.656,0.752,0,0.223,-5.522,0.0434,100.963,4,"moderato"
"492","Wrapped Up (feat. Travie McCoy)","Never Been Better (Deluxe)","Olly Murs","2014-11-21",3.094,41,0.787,0.0915,0.787,0.848,0,0.15,-4.696,0.0549,121.989,4,"allegro"
"319","Look Right Through - MK Vocal Edit","Look Right Through (Remixes)","Storm Queen","2014-08-11",2.50666666666667,38,0.832,0.00304,0.832,0.815,0.00553,0.263,-8.035,0.081,119.995,4,"allegro"
"310","Need U (100%) [feat. A*M*E] - Radio Edit","need u (100%) (feat. a*m*e)","Duke Dumont","2013-05-03",2.91421666666667,37,0.681,0.00176,0.681,0.835,0.00183,0.354,-5.705,0.049,124.047,4,"allegro"
"200","Changed the Way You Kiss Me - Radio Edit","Changed the Way You Kiss Me (Remixes)","Example","2011-06-03",3.25776666666667,35,0.578,0.00548,0.578,0.857,0.00162,0.0948,-3.78,0.041,126.979,4,"allegro"
"398","All I Want","In A Perfect World","Kodaline","2013-10-08",5.09576666666667,33,0.209,0.172,0.209,0.412,0.15,0.0843,-9.733,0.0443,86.26,3,"moderato"
"498","Summer","Summer","Calvin Harris","2014-04-30",3.74176666666667,29,0.603,0.0215,0.603,0.861,0.043,0.1,-3.565,0.0325,127.962,4,"allegro"
"970","Easier","Easier","5 Seconds of Summer","2019-05-23",2.62486666666667,27,0.505,0.489,0.505,0.428,0,0.0977,-5.604,0.221,175.813,4,"vivace"
"944","i'm so tired...","i'm so tired...","Lauv","2019-01-24",2.7097,26,0.599,0.176,0.599,0.733,0,0.242,-7.058,0.203,102.211,4,"moderato"
"964","Lose You To Love Me","Lose You To Love Me","Selena Gomez","2019-10-23",3.44096666666667,20,0.505,0.576,0.505,0.34,0,0.21,-9.005,0.0438,101.993,4,"moderato"
"928","Goodbyes (Feat. Young Thug)","Goodbyes (Feat. Young Thug)","Post Malone","2019-07-05",2.916,12,0.58,0.447,0.58,0.653,0,0.111,-3.818,0.0745,150.231,4,"allegro"
"886","Me Niego (feat. Ozuna & Wisin)","Me Niego (feat. Ozuna & Wisin)","Reik","2018-02-16",3.69421666666667,8,0.777,0.0543,0.777,0.779,0,0.636,-4.449,0.0972,94.023,4,"moderato"
"702","Despacito (Featuring Daddy Yankee)","Despacito (Featuring Daddy Yankee)","Luis Fonsi","2017-01-13",3.80333333333333,7,0.66,0.209,0.66,0.786,0,0.112,-4.757,0.17,177.833,4,"vivace"
"731","Attention","Attention","Charlie Puth","2017-04-20",3.52458333333333,6,0.774,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0.0432,100.041,4,"moderato"
"782","Love On The Brain","ANTI","Rihanna","2016-01-28",3.73333333333333,6,0.509,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3,"vivace"
"726","There's Nothing Holdin' Me Back","Illuminate (Deluxe)","Shawn Mendes","2017-04-20",3.324,5,0.857,0.381,0.857,0.8,0,0.0913,-4.035,0.0583,121.996,4,"allegro"
"742","Havana","Havana","Camila Cabello","2017-08-03",3.61493333333333,5,0.768,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0.0312,104.992,4,"moderato"
"750","Redbone","""Awaken, My Love!""","Childish Gambino","2016-12-02",5.44888333333333,5,0.745,0.172,0.745,0.356,0.00943,0.123,-10.425,0.0941,160.033,4,"vivace"
"764","Thunder","Evolve","Imagine Dragons","2017-06-23",3.1191,5,0.6,0.00683,0.6,0.81,0.21,0.155,-4.749,0.0479,167.88,4,"vivace"
"769","One Dance","Views","Drake","2016-05-06",2.89976666666667,5,0.791,0.00784,0.791,0.619,0.00423,0.351,-5.886,0.0532,103.989,4,"moderato"
"727","Strip That Down","Strip That Down","Liam Payne","2017-05-18",3.40836666666667,4,0.869,0.246,0.869,0.485,0,0.0765,-5.595,0.0545,106.028,4,"moderato"
"601","Love Yourself","Purpose (Deluxe)","Justin Bieber","2015-11-13",3.89533333333333,3,0.609,0.835,0.609,0.378,0,0.28,-9.828,0.438,100.418,4,"moderato"
"622","Light It Up (feat. Nyla & Fuse ODG) - Remix","Peace Is The Mission: Extended","Major Lazer","2015-06-01",2.76896666666667,3,0.746,0.0375,0.746,0.877,0.000833,0.233,-3.782,0.0666,107.985,4,"moderato"
"623","Fast Car","Fast Car","Jonas Blue","2015-12-04",3.5404,3,0.459,0.453,0.459,0.587,0,0.307,-6.983,0.0785,113.901,4,"allegro"
"633","What Do You Mean?","Purpose (Deluxe)","Justin Bieber","2015-11-13",3.428,3,0.845,0.59,0.845,0.567,0.00142,0.0811,-8.118,0.0956,125.02,4,"allegro"
"707","HUMBLE.","DAMN.","Kendrick Lamar","2017-04-14",2.95,3,0.906,0.000243,0.906,0.625,3.23e-05,0.0975,-6.779,0.0903,150.018,4,"allegro"
"738","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN","2016-12-09",4.08666666666667,3,0.735,0.0631,0.735,0.451,1.3e-05,0.325,-8.374,0.0585,117.973,4,"allegro"
"743","rockstar","rockstar","Post Malone","2017-09-15",3.63866666666667,3,0.577,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0.0984,159.772,4,"vivace"
"751","Believer","Evolve","Imagine Dragons","2017-06-23",3.40576666666667,3,0.779,0.0524,0.779,0.787,0,0.14,-4.305,0.108,124.982,4,"allegro"
"759","BUTTERFLY EFFECT","BUTTERFLY EFFECT","Travis Scott","2017-05-18",3.17795,3,0.763,0.0714,0.763,0.598,0,0.112,-6.865,0.0539,140.987,4,"allegro"
"615","Middle","Encore","DJ Snake","2016-08-05",3.67621666666667,2,0.611,0.0199,0.611,0.7,0,0.0549,-5.331,0.0436,104.981,4,"moderato"
"634","Perfect Strangers","Perfect Strangers","Jonas Blue","2016-06-03",3.27688333333333,2,0.742,0.372,0.742,0.819,0,0.277,-5.307,0.0487,117.986,4,"allegro"
"720","Solo Dance","Solo Dance","Martin Jensen","2016-11-04",2.91555,2,0.744,0.0435,0.744,0.836,0,0.194,-2.396,0.0507,114.965,4,"allegro"
"725","Passionfruit","More Life","Drake","2017-03-18",4.98233333333333,2,0.809,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,4,"allegro"
"765","Sorry Not Sorry","Tell Me You Love Me (Deluxe)","Demi Lovato","2017-09-29",3.396,2,0.704,0.0214,0.704,0.633,0,0.29,-6.923,0.241,144.021,4,"allegro"
"621","Lush Life","Lush Life","Zara Larsson","2015-06-09",3.35203333333333,1,0.694,0.133,0.694,0.712,0,0.211,-3.923,0.046,98.022,4,"moderato"
"627","Cold Water (feat. Justin Bieber & MØ)","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","2016-07-22",3.08918333333333,1,0.608,0.0736,0.608,0.798,0,0.156,-5.092,0.0432,92.943,4,"moderato"
"697","When You Love Someone","First Impressions","James TW","2016-04-15",3.60621666666667,1,0.68,0.256,0.68,0.446,0,0.0515,-6.039,0.0281,125.863,4,"allegro"
"718","You Don't Know Me - Radio Edit","You Don't Know Me","Jax Jones","2016-12-09",3.56576666666667,1,0.876,0.163,0.876,0.669,0,0.185,-6.054,0.138,124.007,4,"allegro"
"776","How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")","Alessia Cara","2016-10-28",2.92528333333333,1,0.314,0.157,0.314,0.555,0.000108,0.067,-9.601,0.37,179.666,4,"vivace"
"779","Weak","The Click","AJR","2017-06-09",3.35266666666667,1,0.673,0.137,0.673,0.637,0,0.184,-4.518,0.0429,123.98,4,"allegro"
"377","Clarity","Clarity (Deluxe)","Zedd","2012-11-14",4.52376666666667,0,0.523,0.0366,0.523,0.78,0,0.0751,-3.464,0.0753,128.006,4,"allegro"
"400","Here's to Never Growing Up","Here's to Never Growing Up","Avril Lavigne","2013-04-09",3.568,0,0.483,0.015,0.483,0.871,0,0.415,-3.084,0.101,164.986,4,"vivace"
"412","Red Lights","Red Lights","Tiësto","2013-12-13",4.39816666666667,0,0.653,0.000739,0.653,0.829,1.5e-06,0.225,-4.783,0.0377,124.989,4,"allegro"
"490","Jealous - Remix","Jealous (Remix)","Nick Jonas","2014-11-05",3.70355,0,0.685,0.0132,0.685,0.709,0,0.452,-3.578,0.0748,93.047,4,"moderato"
"496","Break Free","My Everything (Deluxe)","Ariana Grande","2014-08-22",3.58066666666667,0,0.687,0.0064,0.687,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,4,"allegro"
"514","Good For You","Good For You","Selena Gomez","2015-08-07",3.69266666666667,0,0.6,0.154,0.6,0.676,0,0.0741,-6.447,0.0652,88.928,4,"moderato"
"516","Here","Four Pink Walls","Alessia Cara","2015-08-28",3.32421666666667,0,0.379,0.0804,0.379,0.799,0,0.0793,-4.031,0.163,120.892,4,"allegro"
"517","On My Mind","Delirium (Deluxe)","Ellie Goulding","2015-11-06",3.55741666666667,0,0.699,0.264,0.699,0.688,4.11e-06,0.0863,-6.607,0.0522,154.943,4,"allegro"
"629","This Girl - Kungs Vs. Cookin' On 3 Burners","This Girl (Kungs Vs. Cookin' On 3 Burners)","Kungs","2016-02-19",3.25935,0,0.79,0.0807,0.79,0.705,4.81e-05,0.251,-4.684,0.0383,121.969,4,"allegro"
"699","You & Me","You & Me","Marc E. Bassy","2016-05-06",3.64133333333333,0,0.687,0.0362,0.687,0.645,0,0.201,-8.38,0.19,84.925,4,"moderato"
"737","Issues","Nervous System","Julia Michaels","2017-07-28",2.93866666666667,0,0.706,0.413,0.706,0.427,0,0.0609,-6.864,0.0879,113.804,4,"allegro"
